,Price,Price * 1.1,True Sales,Pred Demand,Approx Pred Demand,New Pred Demand,Approx New Pred Demand,Elasticity,opt_price
23,2625.061343,2887.5674773,8,1.6608509242274376,2,1.6441669031497463,2,-0.10045465751510503,4660.169921875
24,2668.645,2935.5095,5,4.246609693147583,4,4.229648668770914,4,-0.03994015368079992,4660.169921875
25,2620.973767,2883.0711437,25,16.463498293660226,16,16.446840251862724,16,-0.010118166564828238,4660.169921875
26,2660.1679999999997,2926.1848,6,13.54979561498748,14,13.532888467617171,14,-0.012477787747297592,4660.169921875
27,2785.16755,3063.684305,5,2.422572539425353,2,2.404870936286435,2,-0.07306944519034721,4660.169921875
28,2690.255,2959.2805000000003,3,2.031383118079418,2,2.014284747695026,2,-0.0841710765055391,4660.169921875
29,2689.8299829999996,2958.8129813,7,1.814256991345509,2,1.7971613222285008,2,-0.0942295892950075,4660.169921875
30,2795.76,3075.3360000000007,6,3.6642474476915092,4,3.6464785224461815,4,-0.048492700067300824,4660.169921875
31,2785.5928289999997,3064.1521119,8,6.420022100503038,6,6.402317794431552,6,-0.027576705803083336,4660.169921875
32,2655.931535,2921.5246885000006,21,8.524981916328592,9,8.508101694527678,9,-0.01980088868995959,4660.169921875
33,2696.514472,2966.1659192,19,11.263151265287329,11,11.246013111770607,11,-0.015216126564455668,4660.169921875
34,2746.330017,3020.9630187000007,7,10.459289328014094,10,10.441834563380837,10,-0.01668828931474941,4660.169921875
35,2792.9366670000004,3072.2303337000008,4,3.153938948453347,3,3.1361879673781274,3,-0.05628194256557986,4660.169921875
36,2637.899909,2901.6898999000005,12,7.487188965638839,7,7.470423346884841,7,-0.022392407659190445,4660.169921875
37,2668.6399,2935.5038900000004,2,17.454703885861875,17,17.437742893899117,17,-0.009717146778122352,4660.169921875
38,2838.1401,3121.95411,2,1.6749021632127086,2,1.6568638840783523,2,-0.10769750932649237,4660.169921875
39,3249.99,3574.989,2,0.6959783804563573,1,0.675322519667855,1,-0.2967888280517876,4660.169921875
40,3249.99,3574.989,1,1.3980761202778371,1,1.3774202594893348,1,-0.14774489377872674,4660.169921875
41,2705.720025,2976.2920275,5,1.4070745270828873,1,1.3898778661180646,1,-0.12221570807961638,4660.169921875
42,2739.2633,3013.1896300000003,7,3.9235732751124752,4,3.9061634241935943,4,-0.04437243731195983,4660.169921875
43,2787.9800179999997,3066.7780198,12,9.280875361083613,9,9.26315588282893,9,-0.01909246441233811,4660.169921875
44,2541.524963,2795.6774593,9,1.423917442149949,1,1.4077643506554436,1,-0.11344120815119806,4660.169921875
45,2753.38798,3028.726778,6,4.478491782055594,4,4.460992159345488,4,-0.03907481259700658,4660.169921875
46,2795.76,3075.3360000000007,6,2.784505059610715,3,2.766736134365387,3,-0.06381358577172727,4660.169921875
47,2647.4525129999997,2912.1977643,9,4.098560234335042,4,4.081733902391652,4,-0.041054250715727374,4660.169921875
48,2756.051443,3031.6565873,8,10.18190239003933,10,10.164385839239927,10,-0.01720361296778784,4660.169921875
49,2581.943077,2840.1373847,14,3.186558704344864,3,3.1701487286949863,3,-0.05149748419039862,4660.169921875
50,2581.943077,2840.1373847,1,8.588082526634185,9,8.571672550984307,9,-0.019107845783952786,4660.169921875
51,2743.21995,3017.5419450000004,3,0.35589504343121536,0,0.33846004535446994,0,-0.48989156771201625,4660.169921875
52,2626.27,2888.8970000000004,5,1.8525560232887077,2,1.835864320387155,2,-0.09010093455592877,4660.169921875
53,2615.352965,2876.8882615,18,11.543105258172808,12,11.526482940332496,12,-0.014400213346874913,4660.169921875
54,2617.7960000000003,2879.5756000000006,11,11.168375518983808,11,11.151737674021607,11,-0.01489728289841273,4660.169921875
55,2598.0233329999996,2857.8256662999997,4,6.159414922298803,6,6.142902745863882,6,-0.026808027455890074,4660.169921875
56,2915.81495,3207.3964450000003,3,2.0133363096005255,2,1.9948043548276706,2,-0.09204599690814623,4660.169921875
57,2541.525,2795.6775000000002,3,1.3557864049156816,1,1.3396333131860159,1,-0.11914186239882166,4660.169921875
58,2734.9781550000002,3008.4759705000006,12,3.6471601725754894,4,3.6297775566199713,4,-0.047660687035971865,4660.169921875
59,2852.26,3137.4860000000003,4,8.254218655879377,8,8.236090635333895,8,-0.021962127853943154,4660.169921875
60,2741.52404,3015.676444,6,1.9074949871506854,2,1.8900707677166038,2,-0.09134608243510536,4660.169921875
61,2965.25,3261.775,2,2.9752825919076518,3,2.95643644431855,3,-0.063342378436121,4660.169921875
62,2880.505,3168.5555000000004,3,0.6976985373439586,1,0.6793910009267439,1,-0.26239895079770365,4660.169921875
63,2753.600025,3028.9600275000003,5,1.3095762239607014,1,1.292075253562757,1,-0.13363842499380527,4660.169921875
64,2641.100025,2905.2100275000003,5,3.467924267572066,3,3.4511383099399167,3,-0.04840347232813486,4660.169921875
65,2824.1517329999997,3106.5669063,7,5.446068175027338,5,5.428118801323894,5,-0.032958408023149394,4660.169921875
66,2583.897475,2842.2872225000006,5,4.015126018213979,4,3.9987036210572615,4,-0.04090132434753002,4660.169921875
67,2757.022871,3032.7251581000005,8,3.2083050524913315,3,3.1907823276170735,3,-0.05461676675866948,4660.169921875
68,2620.6366329999996,2882.7002963,7,3.866022854684725,4,3.8493669555993444,4,-0.04308277449833841,4660.169921875
69,2605.085025,2865.5935275,5,3.5760781839408606,4,3.5595211257288017,4,-0.04629948608621555,4660.169921875
70,2694.84045,2964.3244950000003,23,9.86949663758466,10,9.852369123597718,10,-0.0173539893835293,4660.169921875
71,2698.359983,2968.1959813,19,14.399600512968863,14,14.382450629995036,14,-0.011909971362317563,4660.169921875
72,2684.18,2952.598,4,10.515331512447885,11,10.498271752752846,10,-0.016223701245028706,4660.169921875
73,2711.02,2982.1220000000003,2,3.2065213464762135,3,3.1892910006244284,3,-0.05373532245690567,4660.169921875
74,2541.53,2795.6830000000004,2,1.4163672558461666,1,1.4002141323381556,1,-0.1140461518108226,4660.169921875
75,2729.945544,3002.9400984000004,10,1.2495269699321945,1,1.2321763395865455,1,-0.13885758981729315,4660.169921875
76,2767.513333,3044.2646663,4,8.669290723664865,9,8.651701324886169,9,-0.020289317014922533,4660.169921875
77,2507.7960199999998,2758.575622,6,5.4361525150130605,5,5.420213793516971,5,-0.029319857108629107,4660.169921875
78,2649.950059,2914.9450649,18,6.382905581364923,6,6.366063375845773,6,-0.026386424339914904,4660.169921875
79,2673.72608,2941.098688,6,9.951228194330096,10,9.934234876290635,10,-0.017076603719270625,4660.169921875
80,2719.49005,2991.4390550000003,5,3.482781931035679,3,3.4654977523494326,3,-0.04962750763182725,4660.169921875
81,2566.94998,2823.6449780000003,6,2.780801903893342,3,2.76448721940572,3,-0.058668992080233365,4660.169921875
82,2587.364527,2846.1009797000006,12,4.7636553950011,5,4.747210962409363,5,-0.03452061752618368,4660.169921875
83,2610.862736,2871.9490096000004,12,8.478843719065654,8,8.462249939634733,8,-0.01957080467659625,4660.169921875
84,2623.915,2886.3065,13,8.860457571055306,9,8.843780835754318,9,-0.018821528309629052,4660.169921875
85,2603.23095,2863.5540450000003,33,11.546480701255936,12,11.529935426930932,12,-0.01432927898385924,4660.169921875
86,2564.8299829999996,2821.3129813,13,19.06216159016628,19,19.045860379677933,19,-0.008551606496063124,4660.169921875
87,2565.737857,2822.3116427000004,15,7.7968249314692475,8,7.780517950834236,8,-0.020914899049732354,4660.169921875
88,2616.3833329999998,2878.0216663,7,9.024314578134296,9,9.007685711615999,9,-0.018426736318112428,4660.169921875
89,2673.9424879999997,2941.3367368,9,6.247426740202434,6,6.230432046745351,6,-0.027202709473520915,4660.169921875
90,2609.3301,2870.2631100000003,2,6.934234547509542,7,6.917650509005778,7,-0.023916177611442185,4660.169921875
91,2638.759091,2902.6350001,12,2.643257464247073,3,2.626486384816647,3,-0.06344852764920997,4660.169921875
92,2629.812329,2892.7935619,18,13.554553241576258,14,13.537839024803986,14,-0.012331071688149484,4660.169921875
93,2618.857475,2880.7432225000002,5,11.737895756395126,12,11.721251165049145,12,-0.014180217384289658,4660.169921875
94,2722.45903,2994.7049330000004,11,5.1942924514813305,5,5.1769894029408485,5,-0.03331165640384258,4660.169921875
95,2965.25,3261.775,2,7.468022968106016,7,7.449176820516914,7,-0.025235792216479168,4660.169921875
96,2694.07,2963.4770000000003,6,3.1180660915531995,3,3.100943474291461,3,-0.05491422169697812,4660.169921875
97,2598.024489,2857.8269379000003,10,4.035420664652167,4,4.018908480870094,4,-0.04091812267977496,4660.169921875
98,2604.688818,2865.1576998000005,18,7.697777930180646,8,7.681223390129146,8,-0.021505608763529516,4660.169921875
99,2547.1295609999997,2801.8425171,24,15.862464644469497,16,15.84627593200506,16,-0.010205672842953548,4660.169921875
100,2546.3310890000002,2800.9641979000003,10,14.489642044116318,14,14.473458406475643,14,-0.011169107967885146,4660.169921875
101,2626.275,2888.9025,5,8.313409866583104,8,8.296718131903205,8,-0.02007808462204378,4660.169921875
102,2620.51,2882.5610000000006,6,3.0261143241676853,3,3.0094592299197407,3,-0.05503788840669637,4660.169921875
103,2579.1944670000003,2837.1139137000005,10,4.602275586003005,5,4.585883079608577,5,-0.03561826337449745,4660.169921875
104,2562.716263,2818.9878893,9,7.026170618602133,7,7.009882842218526,7,-0.023181583920669057,4660.169921875
105,2589.652143,2848.6173573,15,8.400411952079555,8,8.383952980157655,8,-0.019593053311897406,4660.169921875
106,2658.053333,2923.8586663,13,11.234498148474904,11,11.217604441228154,11,-0.015037349264277546,4660.169921875
107,2622.88202,2885.170222,6,8.777297256759148,9,8.760627086737152,9,-0.018992372634023275,4660.169921875
108,2541.037047,2795.1407517,18,3.9507686942124085,4,3.9346187037505125,4,-0.0408780966740842,4660.169921875
109,2518.9293399999997,2770.8222739999997,16,11.891534316917081,12,11.875524835723875,12,-0.013462923090110598,4660.169921875
110,2514.894017,2766.3834187,36,12.641827867317463,13,12.62584403330167,13,-0.012643609914287902,4660.169921875
111,2523.3179149999996,2775.6497065,48,25.564121269035127,26,25.54808389551171,26,-0.006273391271556383,4660.169921875
112,2519.644718,2771.6091898000004,18,30.003840138525028,30,29.98782611062602,30,-0.005337326097283686,4660.169921875
113,2541.53002,2795.683022,16,11.370498034434618,11,11.354344910799494,11,-0.014206170729027029,4660.169921875
114,2540.226154,2794.2487694,14,12.407346309866806,12,12.391201473172437,12,-0.013012320516539864,4660.169921875
115,2546.698,2801.3678,11,11.581109676542496,12,11.564923706936941,12,-0.013976181952874261,4660.169921875
116,2541.060011,2795.1660121000004,10,9.633889258290845,10,9.617739121877365,10,-0.016763880070118736,4660.169921875
117,2523.630772,2775.9938492,26,12.683095293570855,13,12.667055931631893,13,-0.012646252013175414,4660.169921875
118,2532.1133440000003,2785.3246784000007,19,24.854575882471302,25,24.838482608112187,25,-0.006474974441412399,4660.169921875
119,2517.988328,2769.7871608,19,14.220781377930948,14,14.204777877498566,14,-0.011253601336714825,4660.169921875
120,2551.499441,2806.6493851,18,7.7229794023231,8,7.706762916347685,8,-0.020997707142060496,4660.169921875
121,2538.705017,2792.5755187000004,19,13.42759611300124,13,13.411460944150189,13,-0.01201642402352858,4660.169921875
122,2534.551176,2788.0062936,18,18.33552402433023,18,18.31941525591778,18,-0.008785551147093241,4660.169921875
123,2541.530012,2795.6830132000005,26,17.77354298863303,18,17.75738986504875,18,-0.009088296911093441,4660.169921875
124,2537.677291,2791.4450201,12,19.200790867610326,19,19.184662230645586,19,-0.008399985748476606,4660.169921875
125,2541.53,2795.6830000000004,13,10.31151207812327,10,10.29535895461526,10,-0.015665135613117612,4660.169921875
126,2677.1220000000003,2944.8342000000007,6,10.084276189550803,10,10.06726128816777,10,-0.016872704657437364,4660.169921875
127,2553.635714,2808.9992854,8,7.3480050087273145,7,7.331774945307757,7,-0.022087714148644633,4660.169921875
128,2532.633327,2785.8966597000003,16,8.71497257867548,9,8.69887599947652,9,-0.01847002850972413,4660.169921875
129,2541.53,2795.6830000000004,7,13.924310563189126,14,13.908157439681116,14,-0.011600663052369127,4660.169921875
130,2528.7121079999997,2781.5833187999997,25,9.892783570517661,10,9.876711913288856,10,-0.016245839317359994,4660.169921875
131,2504.419388,2754.8613268,17,17.297132463914625,17,17.28121520317396,17,-0.009202254057932001,4660.169921875
132,2541.53,2795.6830000000004,6,7.800133660414801,8,7.78398053690679,8,-0.02070877783798388,4660.169921875
133,2536.821106,2790.5032166,19,6.284292420641923,6,6.26816922530567,6,-0.0256563416484148,4660.169921875
134,2541.530033,2795.6830363000004,7,15.545335813056774,16,15.529182689339025,16,-0.01039097766172466,4660.169921875
135,2614.164257,2875.5806827,8,6.260998864478334,6,6.244384101672643,6,-0.02653692033064364,4660.169921875
136,2557.064444,2812.7708884000003,10,11.061866977795784,11,11.045615122503154,11,-0.014691783335717216,4660.169921875
137,2573.306225,2830.6368475,9,8.890092577213846,9,8.873737494536734,9,-0.018396976786306814,4660.169921875
138,2626.27,2888.8970000000004,4,8.096329073252345,8,8.079637370350792,8,-0.020616383981596834,4660.169921875
139,2592.3739600000004,2851.611356000001,6,3.503844423607741,4,3.4873681527178313,3,-0.0470234088559923,4660.169921875
140,2541.53,2795.6830000000004,2,7.323812293840675,7,7.307659170332664,7,-0.02205562193558099,4660.169921875
141,2583.9000079999996,2842.2900087999997,13,3.725379969322894,4,3.7089575560672667,4,-0.04408251880575899,4660.169921875
142,2558.47802,2814.3258220000002,6,8.946611795526726,9,8.930350956012893,9,-0.018175416443087275,4660.169921875
143,2515.727789,2767.3005679000003,10,7.194501752408266,7,7.1785126192135955,7,-0.022224100771562814,4660.169921875
144,2541.529971,2795.6829681,1,6.130091656931834,6,6.113938533608138,6,-0.026350541276867315,4660.169921875
145,2592.374,2851.6114000000002,6,1.7847588541449664,2,1.76828258300083,2,-0.09231651158850691,4660.169921875
146,2555.6533,2811.2186300000003,4,5.335421934425434,5,5.3191790478970224,5,-0.030443490183238598,4660.169921875
147,2541.53,2795.6830000000004,2,5.106245591092957,5,5.090092467584946,5,-0.03163405131979472,4660.169921875
148,2590.96165,2850.0578150000006,7,6.359831285689412,6,6.34336399097443,6,-0.02589265968743002,4660.169921875
149,2626.27,2888.8970000000004,2,4.182864586401035,4,4.166172883499482,4,-0.03990495641627836,4660.169921875
150,2598.0233329999996,2857.8256662999997,4,1.5960412913997786,2,1.579529114964858,2,-0.10345707547728188,4660.169921875
151,2583.9,2842.2900000000004,3,2.371473126633518,2,2.355050713428736,2,-0.0692498389306849,4660.169921875
152,2626.27,2888.8970000000004,1,1.9758072012777,2,1.9591154983761472,2,-0.0844804234479897,4660.169921875
153,2583.9,2842.2900000000004,3,1.1918226600291266,1,1.1754002468243447,1,-0.13779242294638483,4660.169921875
154,2541.53,2795.6830000000004,2,2.1777443545542745,2,2.1615912310462635,2,-0.07417364427661263,4660.169921875
155,2571.18505,2828.3035550000004,3,1.9717316949390575,2,1.955390093748199,2,-0.08287943655216069,4660.169921875
156,2571.18505,2828.3035550000004,1,2.112424227001588,2,2.0960826258107295,2,-0.07735946682477764,4660.169921875
157,2541.53,2795.6830000000004,3,0.9356216083990043,1,0.9194684848909933,1,-0.17264590046879685,4660.169921875
158,2541.53,2795.6830000000004,4,2.3851050792933535,2,2.3689519557853425,2,-0.06772499731037752,4660.169921875
159,2583.8999,2842.28989,2,1.6012700814325633,2,1.5848476688633486,2,-0.10255866739558732,4660.169921875
160,2583.8999,2842.28989,1,1.7463165307366326,2,1.729894118167418,2,-0.09404029727810807,4660.169921875
161,2583.8999,2842.28989,1,0.6186526650511697,1,0.6022302524819549,1,-0.2654544867733885,4660.169921875
162,2457.20495,2702.925445,3,0.6422134347682968,1,0.6265962533689642,1,-0.24317743220316088,4660.169921875
163,2457.20495,2702.925445,3,1.7837670274066637,2,1.768149846007331,2,-0.08755168785711749,4660.169921875
164,2457.20495,2702.925445,1,2.050488734643717,2,2.0348715532443844,2,-0.07616321482520226,4660.169921875
165,2288.1399,2516.9538900000002,1,1.7243725198587416,2,1.709829859961629,2,-0.08433595252552435,4660.169921875
166,2541.53,2795.6830000000004,2,0.7060986815692019,1,0.6899455580611908,1,-0.22876580752300854,4660.169921875
167,2541.53,2795.6830000000004,1,0.920763189116502,1,0.904610065608491,1,-0.17543189930855496,4660.169921875
168,2370.35,2607.385,1,1.3610286732111856,1,1.3459635131276082,1,-0.11068951286700618,4660.169921875
169,2370.35,2607.385,1,0.7830376942549631,1,0.7679725341713857,1,-0.19239380420774554,4660.169921875
170,2370.35,2607.385,1,0.2736867908668499,0,0.2586216307832725,0,-0.5504525825254998,4660.169921875
171,2370.35,2607.385,1,0.7618089113664608,1,0.7467437512828834,1,-0.1977551044467953,4660.169921875
172,2370.35,2607.385,1,0.8698796276283245,1,0.8548144675447471,1,-0.17318672153124978,4660.169921875
173,2541.53,2795.6830000000004,2,0.768406491458518,1,0.752253367950507,1,-0.21021586474823567,4660.169921875
174,2541.53,2795.6830000000004,2,1.8338862915636138,2,1.8177331680556028,2,-0.08808137986700629,4660.169921875
175,2541.53,2795.6830000000004,1,1.1837423254848547,1,1.1675892019768437,1,-0.13645810545293105,4660.169921875
176,2541.53,2795.6830000000004,1,0.6798796166778631,1,0.6637264931698521,1,-0.2375879951650999,4660.169921875
177,2541.53,2795.6830000000004,2,0.1537602801920004,0,0.13760715668398937,0,-1.05053941680131,4660.169921875
178,2541.53,2795.6830000000004,1,1.4098261554838247,1,1.3936730319758137,1,-0.11457528607466909,4660.169921875
179,2541.53,2795.6830000000004,1,2.094403179094652,2,2.0782500555866408,2,-0.07712518615920708,4660.169921875
180,2541.53,2795.6830000000004,1,1.222458015859229,1,1.206304892351218,1,-0.1321364275783121,4660.169921875
181,2456.78,2702.4580000000005,2,0.2945904813155362,0,0.2789760007577575,0,-0.5300402269635457,4660.169921875
182,2456.78,2702.4580000000005,2,1.1567699692591855,1,1.1411554887014068,1,-0.13498345369199433,4660.169921875
183,2456.78,2702.4580000000005,1,0.9029662444729185,1,0.8873517639151398,1,-0.1729242998102683,4660.169921875
184,2456.78,2702.4580000000005,1,0.8995013519663191,1,0.8838868714085404,1,-0.17359040676976512,4660.169921875
185,2456.78,2702.4580000000005,1,1.0649319052796642,1,1.0493174247218855,1,-0.14662421588052754,4660.169921875
186,2456.78,2702.4580000000005,2,0.8894157469373027,1,0.873801266379524,1,-0.1755588498578652,4660.169921875
187,2457.20495,2702.925445,3,1.582794754156299,2,1.5671775727569663,2,-0.09866839246417215,4660.169921875
188,2457.20495,2702.925445,1,1.7855171992866472,2,1.7699000178873145,2,-0.0874658693042669,4660.169921875
189,2457.20495,2702.925445,1,0.8857845201580004,1,0.8701673387586677,1,-0.17630903502972672,4660.169921875
190,2457.20495,2702.925445,1,0.17902548457068956,0,0.1634083031713569,0,-0.8723440373186698,4660.169921875
191,2541.53,2795.6830000000004,2,0.9612929856144916,1,0.9451398621064806,1,-0.16803538306987,4660.169921875
192,2541.53,2795.6830000000004,1,1.6278488522135746,2,1.6116957287055635,2,-0.09922987313008662,4660.169921875
193,2541.53,2795.6830000000004,1,0.8670952653252613,1,0.8509421418172503,1,-0.18629006700840098,4660.169921875
194,2541.53,2795.6830000000004,1,0.14954184347028843,0,0.1333887199622774,0,-1.0801741594967285,4660.169921875
195,2499.1499,2749.06489,2,0.916714244646184,1,0.9008304750272016,1,-0.17326849355453103,4660.169921875
196,2499.1499,2749.06489,1,1.612089016598813,2,1.5962052469798307,2,-0.09852911008905701,4660.169921875
197,2499.1499,2749.06489,1,1.0299085016671343,1,1.014024732048152,1,-0.1542250558498257,4660.169921875
198,2499.1499,2749.06489,1,1.2317275042954607,1,1.2158437346764783,1,-0.12895522397275536,4660.169921875
199,2499.1499,2749.06489,1,0.5707891519490405,1,0.554905382330058,1,-0.278277356266233,4660.169921875
200,2541.53,2795.6830000000004,2,0.8429710453116428,1,0.8268179218036318,1,-0.1916213326406635,4660.169921875
201,2541.53,2795.6830000000004,2,0.9689821714275606,1,0.9528290479195496,1,-0.16670196815090307,4660.169921875
202,2287.29,2516.0190000000002,2,0.8219783396025742,1,0.8074410813885695,1,-0.17685695003877347,4660.169921875
203,2287.29,2516.0190000000002,1,0.7791269507197285,1,0.7645896925057238,1,-0.1865839475912836,4660.169921875
204,2287.29,2516.0190000000002,1,1.2346420820740605,1,1.2201048238600558,1,-0.11774471666787574,4660.169921875
205,2372.03,2609.2330000000006,2,0.42678020986677456,0,0.4117043722592273,0,-0.3532459392213478,4660.169921875
206,2372.03,2609.2330000000006,1,1.7378400052426883,2,1.722764167635141,2,-0.0867504348045086,4660.169921875
207,2372.03,2609.2330000000006,1,0.9954102272628376,1,0.9803343896552903,1,-0.15145351328168044,4660.169921875
208,2372.03,2609.2330000000006,1,1.4521506616281847,1,1.4370748240206375,1,-0.10381731046173884,4660.169921875
209,2405.94,2646.534,2,1.3126830390647228,1,1.2973916807203931,1,-0.11648934197568889,4660.169921875
210,2592.37,2851.607,2,1.4186339540068724,1,1.4021577082854124,1,-0.11614162818339104,4660.169921875
211,2592.37,2851.607,1,1.986497485045037,2,1.970021239323577,2,-0.08294118590885838,4660.169921875
212,2592.37,2851.607,1,0.8622797066007477,1,0.8458034608792877,1,-0.19107773957028568,4660.169921875
213,2541.53,2795.6830000000004,2,1.2491678244593647,1,1.2330147009513537,1,-0.12931107567553646,4660.169921875
214,2541.53,2795.6830000000004,1,1.6681858546259907,2,1.6520327311179797,2,-0.09683047882954601,4660.169921875
215,2541.53,2795.6830000000004,2,1.0162880499494351,1,1.000134926441424,1,-0.1589423737572699,4660.169921875
216,2541.53,2795.6830000000004,1,0.5844044466150082,1,0.5682513231069972,1,-0.27640315883243627,4660.169921875
217,2541.53,2795.6830000000004,1,1.4338059653175153,1,1.4176528418095042,1,-0.11265906195636391,4660.169921875
218,2541.53,2795.6830000000004,1,1.1805972833764828,1,1.1644441598684718,1,-0.13682162186426033,4660.169921875
219,2541.53,2795.6830000000004,1,1.2706434805524625,1,1.2544903570444514,1,-0.12712553721983294,4660.169921875
220,2372.03,2609.2330000000006,2,1.4832353421854352,1,1.468159504577888,1,-0.10164157486521434,4660.169921875
221,2372.03,2609.2330000000006,2,1.7816748300003393,2,1.766598992392792,2,-0.08461610027652688,4660.169921875
222,2372.03,2609.2330000000006,1,1.7801935204672201,2,1.7651176828596729,2,-0.08468650983287787,4660.169921875
223,2372.03,2609.2330000000006,1,1.1319004486868653,1,1.116824611079318,1,-0.13319049060398355,4660.169921875
224,2372.03,2609.2330000000006,1,0.9636144231627259,1,0.9485385855551787,1,-0.15645093353901995,4660.169921875
225,2372.03,2609.2330000000006,1,1.0536606203387056,1,1.0385847827311583,1,-0.14308058322138917,4660.169921875
226,2372.03,2609.2330000000006,1,0.9666150550911699,1,0.9515392174836226,1,-0.15596526795380128,4660.169921875
227,2372.03,2609.2330000000006,1,0.34329736638763286,0,0.3282215287800856,0,-0.4391480705542159,4660.169921875
228,2372.03,2609.2330000000006,1,1.1077762286732469,1,1.0927003910656996,1,-0.1360910012088198,4660.169921875
229,2372.03,2609.2330000000006,1,1.0352072458336625,1,1.0201314082261153,1,-0.1456311059280362,4660.169921875
230,2449.15,2694.0650000000005,2,1.1203519510542534,1,1.1047859642511684,1,-0.13893836475615942,4660.169921875
231,2449.15,2694.0650000000005,1,1.9094750093733452,2,1.8939090225702602,2,-0.08151971995796659,4660.169921875
232,2449.15,2694.0650000000005,1,1.4016792104364866,1,1.3861132236334015,1,-0.11105241974900794,4660.169921875
233,2449.15,2694.0650000000005,1,0.7798428312660688,1,0.7642768444629837,1,-0.19960415328578215,4660.169921875
234,2449.15,2694.0650000000005,1,1.5443216935516828,2,1.5287557067485977,2,-0.10079497599548637,4660.169921875
235,2449.15,2694.0650000000005,1,1.4717527107120985,1,1.4561867239090134,1,-0.10576496098691449,4660.169921875
236,2449.15,2694.0650000000005,1,1.742438606989527,2,1.726872620186442,2,-0.08933449213444013,4660.169921875
237,2287.29,2516.0190000000002,2,1.483559318998232,1,1.4690220607842273,1,-0.0979890593375186,4660.169921875
238,2287.29,2516.0190000000002,1,1.202452723405659,1,1.1879154651916544,1,-0.12089671328475474,4660.169921875
239,2287.29,2516.0190000000002,1,1.3796275300005076,1,1.365090271786503,1,-0.10537089104041941,4660.169921875
240,2287.29,2516.0190000000002,1,1.492821787021458,1,1.4782845288074533,1,-0.09738106946449385,4660.169921875
241,2287.29,2516.0190000000002,1,1.6838464033821223,2,1.6693091451681177,2,-0.08633363580434388,4660.169921875
242,2288.14,2516.954,2,1.0336484141166151,1,1.0191057535839354,1,-0.14069252498305512,4660.169921875
243,2288.14,2516.954,1,2.0764676011617125,2,2.0619249406290328,2,-0.07003557640169102,4660.169921875
244,2288.14,2516.954,1,0.6866874671990812,1,0.6721448066664015,1,-0.21177990319231468,4660.169921875
245,2288.14,2516.954,1,1.4511663294846953,1,1.4366236689520155,1,-0.10021360223981886,4660.169921875
246,2288.14,2516.954,1,1.378597346645111,1,1.3640546861124312,1,-0.10548881853044362,4660.169921875
247,2288.14,2516.954,1,1.4686435438210905,1,1.4541008832884108,1,-0.09902103607007921,4660.169921875
